Page ID,Page Name,Disclaimer,Amount Spent (USD),Number of Ads in Library
1375642036024778,Alabama State Nurses Association,ALABAMA STATE NURSES ASSOCIATION,≤100,5
165014546858456,Free To Choose Network,FREE TO CHOOSE,≤100,9
655449214928714,Athena Hollins for State House,Athena Hollins for State Representative,≤100,2
192471027457573,State Representative Richard M. Haggerty,Richard Haggerty,≤100,1
100567851387069,Maxwell Bero,BERO FOR CONGRESS,≤100,1
1892187271040911,FreedomWorks Foundation,FreedomWorks Foundation,≤100,10
1059255337796292,Tony May For District Attorney,MayforDA,≤100,1
105556394228711,Republican Authority,Republican Authority,≤100,2
19889237539,ISRAEL21c,ISRAEL21C,≤100,1
211640475520184,EnergySmart: Your Efficiency Solutions,"BOULDER, COUNTY OF",≤100,1
476893546417529,Jamie Guerra Dickler for Cook County Circuit Court Judge,Citizens for Jamie Guerra Dickler,≤100,1
1714632911933752,John Kiehne for State Representative,Kiehne for Missouri,≤100,2
802105766808582,Ralph Rodighiero for WV Senate,Ralph Rodighiero,≤100,1
143345552742709,Doris Gentry,Friends of Doris Gentry,≤100,1
131946957381443,Public Lands Conservancy,Public Lands Conservancy,≤100,1
100928564715182,Shout Your Truth,Jeffrey Warren Wright,≤100,1
276644578157,David Cohen for San Jose City Council,David Cohen for San Jose City Council District 4 2020,≤100,2
299030337168976,Commissioner Angelo Castillo,"Angelo Castillo, Non-Partisan, for Pembroke Pines Mayor",≤100,1
39656174351,V-103 The People's Station,Entercom Communications,≤100,1
1903981929862784,Judge Sarah Smith for Appellate Court,Sarah Smith for Appellate Court,≤100,1
218676881551760,CRY America Inc.,"CRY, Child Rights and You America Inc",≤100,1
106432120838564,Terra Carter-Smith For Circuit Clerk of Douglas County,Ronald L Smith,≤100,6
2108414729422207,New Energy Now PA,Energy Media,≤100,12
123397377677195,"School of International Service, AU","School of International Service, American University",≤100,1
1774252842691645,Lincoln Land Wind,Lincoln Land Wind,≤100,10
208936243242555,AHealthierPhilly,WWB Holdings LLC,≤100,6
104883822922658,Elect Bob Williams NC Senate District 6,Committee to Elect Bob Williams,≤100,1
550836242005574,A.T. Tommy Smith for Greenville County Sheriff,Alvin Thomas Smith,≤100,1
155022268726547,SCCA Web,Southern California Contractors Association,≤100,5
664770743730817,Dan Feehan for Congress,FRIENDS OF DAN FEEHAN,≤100,3
1004841912954977,Assemblyman D. Billy Jones,Friends of Billy Jones,≤100,2
624872801004570,Give a Child a Voice - Eric Erdman,Miguel Dacosta,≤100,3
104140444400860,Rudy Villalpando For Mayor Eagle Pass,Erasmo Xavier Villalpando,≤100,2
103721624425498,"Kiwanis Club of Rahway, New Jersey",Kiwanis International,≤100,1
2393452334263393,"Andom Ghebreghiorgis for Congress, NY-16",ANDOM FOR CONGRESS,≤100,4
202774546401452,Jeanne Ives,JEANNE FOR CONGRESS,≤100,4
6580173137,Alan Grayson,COMMITTEE TO ELECT ALAN GRAYSON,≤100,1
437054476325946,Evan Power,Evan Power for National Committeeman,≤100,2
177100691831,"The SPCA Serving Erie County, NY",Erie County SPCA,≤100,2
348351951901470,Evesham Township Democratic Party,Evesham Township Democratic Committee,≤100,1
80841742978,Adirondack Council,ADIRONDACK COUNCIL (INC),≤100,6
1891481047829323,Adopt a Democrat,Adopt a Democrat,≤100,2
101165464673337,Cameron Smith for Secretary of State,Cameron Smith for Secretary of State,≤100,2
111302790375402,Jesus Quintana,These ads ran without a disclaimer,≤100,1
350214962152736,Justice Watch With Attorney Zulu Ali,Zulu  Abdullah  Ali,≤100,1
2246231565610889,4D Politics,Jordan Thomas Powell,≤100,3
292075591645198,Peter J. López Norat - Senador por Acumulación PPD,Moises Reyes Maldonado,≤100,2
104973914197163,Rock the Red,Rock The Red USA,≤100,2
663747820410952,Pan-Florida Challenge,Pan-Florida Challenge,≤100,1
786666294709366,South Dakota State Treasurer Josh Haeder,"the State of South Dakota Unclaimed Property Division, not tax payers.",≤100,3
303248326360600,JAMES SCHAFFNER FOR SHERIFF,James Leland Schaffner,≤100,2
336809833805923,Clever 'n Funny,Snugbee,≤100,2
577579002349073,Let's Grow Kids,Let's Grow Kids,≤100,2
100778258016748,Edward DeSantis,EDWARD DESANTIS FOR CONGRESS,≤100,1
1004230109966179,Leonard Manoukian,Leonard Manoukian,≤100,3
405638546157611,The Pension Group,Advisor's Platform,≤100,1
186891114706643,Help Animals India,HelpAnimalsIndia,≤100,1
82478087678,Georgia Budget and Policy Institute,"GEORGIA BUDGET & POLICY IN, THE",≤100,2
2238469329710540,Cheri Helt for State Representative,Cheri Helt for State Representative,≤100,2
33423897076,Arkansas Advocates for Children and Families,ARKANSAS ADVOCATES FOR CHILDREN AND FAMILIES,≤100,2
409605253241736,Jose Castillo for Congress,JOSE CASTILLO FOR CONGRESS,≤100,3
300125763392341,Bigger Pie Forum,Bigger Pie Forum,≤100,4
519861578414374,Lester Miller for Mayor,LESTER MILLER FOR MAYOR,≤100,14
101620664677171,Mark Wade for County Commissioner PCT4,Mark Anthony Wade,≤100,1
1737991109573169,Founder of the Day,Founder of the Day,≤100,1
107378949390882,Ed Neilson State Representative,Edward James Neilson,≤100,2
111602286860826,Williams for Superintendent 2020,Gary Dan Williams,≤100,1
1191336950894416,City of Carlsbad NM Government,Social Media Manager,≤100,1
121856591191105,Concerned Holmdel Republicans,Concerned Holmdel Republicans,≤100,2
110237310452652,Stringerforsheriff,Ruth Marie Stringer,≤100,2
318081828262592,Wayne Wallingford,Friends of Wayne Wallingford,≤100,2
405856826499790,Jeanné Kapela,Friends of Jeanné Kapela,≤100,1
104594897659690,Linda Forrest for Chemung County Clerk,Linda Forrest for Chemung County Clerk,≤100,2
724263814668980,美国移民律师 Gary J. Kim,Law Offices of Gary J. Kim,≤100,1
100311278040011,West Virginia Citizens Defense League - WVCDL,"West Virginia Citizens Defense League, Inc.",≤100,1
174665949220535,MiracleFeet,MiracleFeet,≤100,1
291475954304302,Free to Teach,Americans For Fair Treatment,≤100,1
1721467687891795,Partnership for Conservation,Partnership for Conservation,≤100,2
432512474007108,Thill For Auditor,Stephanie Leigh Thill,≤100,1
101276301317685,Tutora for Congress,Nicholas Anthony Tutora,≤100,4
720164671391978,IExperts Repair,William Cerny,≤100,1
322194751726887,Rep. Russ Fulcher,The Office of Congressman Russ Fulcher,≤100,6
855965424746828,Wes Lambert For Congress,WES LAMBERT FOR CONGRESS,≤100,1
100450853327826,Grand Canyon State Electric Cooperative Association,Grand Canyon State Electric Cooperative Association,≤100,1
102255626515926,Mayor Wayne M Messam,City of Miramar,≤100,1
319622317235,Legal Services of New Jersey,LEGAL SERVICES OF NEW JERSEY,≤100,2
487254698110989,Amy Shuklian for Tulare County Supervisor,Amy Louise Shuklian,≤100,2
422039351288596,Essential Church Huntsville,Essential Church,≤100,1
987698164585861,Citizen Ed,Citizen Education,≤100,2
355294377918872,American Federation for Children - Arizona Chapter,American Federation for Children,≤100,2
710669049286394,Woo the People,Khosro David Illulian,≤100,6
109133567204362,Urquidi For City Council,Adrian Rodriguez Urquidi,≤100,1
632543823464838,"Martin Heller Potempa & Sheppard, PLLC","Martin Heller Potempa & Sheppard, PLLC",≤100,3
143638682390171,Catholic Education Arizona,Fasturtle Digital,≤100,1
17432811417,Working Families Party,Working Families Party National Political Action Committee,≤100,4
259924897430716,VoteRiders,VoteRiders,≤100,2
883241875118535,RAB For Congress,RAB FOR CONGRESS COMMITTEE,≤100,3
288674528492135,Kofi Nsia-Pepra,Richard Eugene Deubler V,≤100,3
290213327840956,Healthier Colorado,Healthier Colorado,≤100,3
101880107982989,Jon Francis,Jon Francis Campaign,≤100,1
110715983616463,OD Harris for Chandler,Elect OD Harris,≤100,3
379004022287993,Mansfield Democrats,Mansfield Democratic Town Committee,≤100,1
271113386295157,The Equity Project (TEP) Charter School,"EQUITY PROJECT CHARTER SCHOOL, THE",≤100,1
205148492837912,We Are Ohio,We Are Ohio,≤100,1
114468926608788,Cherry Valley Citizens for John Penney County Board Dist. 11,John J Penney,≤100,1
163857630306766,Minneapolis Public Housing Authority,Minneapolis Public Housing Authority,≤100,1
137932966292045,Holly Rehder,Friends of Holly Rehder,≤100,2
110351637114381,US Homeowners Savings,Mimi Bonny Nguyen,≤100,16
153021214848890,Dean Browning,BROWNING FOR CONGRESS,≤100,1
1445421105732237,Greg Hart,Citizens for Greg Hart,≤100,2
117446508315015,Johnson & Wales University,Andrew D Ludwig,≤100,1
2227700930780800,Gujral Community Fund,Gujral Community Fund,≤100,1
1488803804538481,Mike Siegel for Congress - TX-10,MIKE SIEGEL FOR CONGRESS,≤100,2
103552127818728,Guu Tee,These ads ran without a disclaimer,≤100,1
125100301010794,North Dakota United,North Dakota United,≤100,1
319982881752525,Kara Eastman,EASTMAN FOR CONGRESS,≤100,5
865553826933267,Elect Richard Foreman For Sheriff,NAV MARKETING SOLUTIONS,≤100,1
126037931371545,Law Offices of Jonathan K. Park & Associates,Law Offices of Jonathan K. Park & Associates,≤100,1
15406964854,Options,"Options for Women, A Pregnancy Help Center and Clinic",≤100,1
106706932722061,Hunger Free Colorado,Hunger Free Colorado,≤100,1
178195677087,Jasmine Crockett for House District 100,Jasmine Crockett Campaign,≤100,1
533826820093244,California Refuse Recycling Council - Northern District,CRRC North,≤100,1
1868885156673680,Sarasota citizen Martin Hyde,Martin Hyde for Sarasota City Commission,≤100,3
105634767517077,Richard Gonzales for State Representative HD 41,Richard Gonzales Campaign,≤100,4
479319619492002,Pat Proctor for Kansas Representative,Pat Proctor for Kansas,≤100,1
339666813315651,Howie Hawkins 2020,HOWIE HAWKINS 2020,≤100,1
187713745097888,Save the Alamo,Save The Alamo Committee,≤100,1
924238244334607,Nevada School Choice,American Federation for Children,≤100,3
36896895635,Rockwood School District,Rockwood School District,≤100,2
189501244856312,Women's March Tennessee - Power Together,Sydney Kennedy Voxe,≤100,3
391523854240149,Tim Knopp,Tim Knopp for State Senate,≤100,2
114670373249160,Carolina Energy Savings Program,Carolina Energy Savings Program,≤100,1
133649613319094,A CALL TO MEN,A CALL TO MEN,≤100,1
557523828087852,Marina for Milwaukee,Marina for Milwaukee,≤100,2
263813250409546,Ugly Xmas Sweater Shop,Steven W Tyler,≤100,2
1520852664890753,Beau Biden Foundation for the Protection of Children,Beau Biden Foundation for the Protection of Children,≤100,1
264921133562949,Eduardo Bhatia,Comité Equipo Bhatia,≤100,2
399331167562336,Our Trans Home SF,ST JAMES INFIRMARY,≤100,3
299154100723079,Texas Pension Coalition,Texas Pension Coalition,≤100,6
338780226594711,Frontera Radio,Frontera Radio and Rafael Gutierrez and Sergio Mora,≤100,2
627002187436368,Mysunbuddy,Mysunbuddy,≤100,8
654671537880859,ArtProfileratx,ArtProfiler,≤100,1
581436541959362,Captain Clay Higgins,CAPTAIN HIGGINS FOR CONGRESS,≤100,1
171745749505805,Glenn I. Johnson,Friends of Glenn,≤100,1
188441263945,Laboratory to Combat Human Trafficking,LCHT,≤100,3
320947774659998,Orange County Republican Party of Texas,David Andrew Covey,≤100,2
2045063472456560,Institute for Responsible Alcohol Policy,Institute for Responsible Alcohol Policy,≤100,3
327490257665811,Santa Fe Faith Network for Immigrant Justice,Santa Fe Faith Network For Immigrant Justice,≤100,1
155036607865191,Legal Services Center,Lindsey Anne Withem,≤100,1
1118677698164230,Meli Wraps,Jaime Ella Harmon,≤100,4
221676957953311,The Missouri Plan,The Missouri Bar,≤100,2
603599463062635,State Representative Kevin Hensley,"Delaware House of Representatives, Republican Caucus",≤100,1
178621306546,DRC Solutions,DRC Solutions,≤100,1
104397124392053,Bernie Sanders 2020 Calendar,Darren Nicholas Martin,≤100,1
638955386458447,"Sheets Law Firm, P.C.",Matthew Sheets,≤100,1
110562060347435,Lisa Lee for Legislature,Lee For Legislature,≤100,3
110321003670070,Trump Wear,Trump Wear,≤100,2
155019277846192,Michael  Joseph,Michael Joseph,≤100,3
188292320919,Pollen,Julie Rachel Cohen,≤100,1
731213593942833,Gocha Ramirez for DA,Abel Jr Villarreal,≤100,1
126279571952,Huru International,HURU INTERNATIONAL,≤100,3
292239232663,Children's HopeChest,CHILDRENS HOPECHEST,≤100,2
140614202619821,iCivics,iCivics,≤100,1
164009890287891,Becket,"BECKET FUND, THE",≤100,2
122640451135546,Stephany Rose Spaulding for Senate,Committee to Elect Stephany Rose Spaulding,≤100,2
510983808935302,Parker Hudson,Frank Parker Hudson Jr,≤100,1
621504154591700,Michigan Association of Health Plans,MICHIGAN ASSOCIATION OF HEALTH PLANS,≤100,1
87777747127,Greg Palast,Palast Investigative Fund,≤100,2
212933805686,Because International,Because International Corp,≤100,1
1428865964009882,Just Kids Pediatrics,Just Kids Pediatrics,≤100,3
194435118159082,GreenBee Sustainable Products,GreenBee Sustainable Products,≤100,2
104799044332198,"Kiwanis Club of Eureka, Montana",Kiwanis International,≤100,1
130531197165,Betty Griffin Center,Betty Griffin Center,≤100,4
569482206541967,Republican for Horry County,Ronald Pyle,≤100,1
203126529724371,CA Political Review,California Political Review,≤100,2
117747089624034,Defend the Good Life,Defend the Good Life,≤100,1
133608809985411,One Colorado,ONE COLORADO,≤100,4
113881196745226,Mike Berger for Republican State Central Committee - 18th District,Michael T Berger,≤100,2
110782093176494,George W. Hindman,George W. Hindman For Congress,≤100,4
490349377808038,State Representative Justin Holland,Justin Holland Campaign,≤100,2
424370264240185,Jeff Spiegelman for Delaware State Representative,"Delaware House of Representatives, Republican Caucus",≤100,1
452797224923658,Democratic Coalition Against Trump,THE DEMOCRATIC COALITION,≤100,1
296251161817,American Heart Association Iowa,American Heart Association,≤100,1
335191034092526,Yvonne Reeves-Chong for HD122,"Yvonne Reeves Chong for Us Committee, Stacy Amick Kramer Treasurer",≤100,4
1578564045721928,Senator Jim Runestad,State Senator Jim Runestad,≤100,28
245813499226836,Favorable Disability Advocates,Favorable Disability Advocates,≤100,2
399366360669553,Jamaal Bowman for Congress,Bowman For Congress,≤100,1
300442026716360,Generosity::Feeds,Generosity Feeds,≤100,3
128167727289093,Lancaster City Alliance,Kath Sulliva,≤100,1
157506044955437,The Andrew W. Mellon Foundation,"ANDREW W. MELLON FOUNDATION, THE",≤100,2
151235561684871,The Mama Bear Effect,mamabeareffect,≤100,1
897364397028991,Christian Family Coalition FL,Christian Family Coalition,≤100,3
587681288088728,Adam Brandon,"FREEDOMWORKS, INC.",≤100,14
302293756974913,Engel for Congress,ENGEL FOR CONGRESS,≤100,2
397615670577582,Michelle Beckley for Texas,Michelle Beckley Campaign,≤100,3
11602044174,Independent Women's Forum,Independent Women's Forum,≤100,2
108878460592637,The.Informist.Apparel,Siraj Mohammad Alsafar,≤100,1
1623461074577166,Collector's Corner USA,Howard James Smith,≤100,1
264115353958802,Independence Party,Brent Morris,≤100,3
244582632289534,The Family & Youth Institute,The Family and Youth Institute,≤100,1
1961490360828207,SEMA US,SEMA US,≤100,2
155906621781316,Selma Pierce,Friends of Selma Pierce,≤100,2
1476009452693959,Wu for West Covina,Tony Wu,≤100,1
150621451650636,Montana Wilderness Association,"MONTANA WILDERNESS ASSOCIATION, INC.",≤100,1
1480100015584345,"Law Office Of Patricia M Machado, P.C.",Law Office of Patricia Machado PC,≤100,1
124252230942126,New Orleans Area American Heart Association,"American Heart Association, Inc.",≤100,1
859520800832425,"Peggy Choudhry, Osceola County Commissioner District 1",Peggy Choudhry Democrat For Osceola County Commission District 1,≤100,3
153704007991524,Women's Earth and Climate Action Network,Women's Earth and Climate Action Network,≤100,2
177738085711308,Hunger Solutions New York,Hunger Solutions New York,≤100,3
239658882763974,Poverty USA,UNITED STATES CONFERENCE OF CATHOLIC BISHOPS,≤100,5
802271849850801,Freedom for All Americans,Freedom for All Americans,≤100,2
113288226728914,"Joseph Robeson for Justice of the Peace - Precinct 1, Place 1",Joseph Robeson Campaign,≤100,1
107274707294420,Betsy Young,Betsy Young for State Attorney,≤100,14
50678116762,Calvin Mackie,Calvin Mackie,≤100,2
147247385296588,Senator Telo T. Taitague,Telo T Taitague,≤100,2
112838530095440,National Hobby Month,These ads ran without a disclaimer,≤100,1
46396911959,Bethany Christian Services,Bethany Christian Services,≤100,3
108467767256155,Darnell "Bubba" Johnson for Orangeburg County Sheriff 2020,Darnell Marque Demond Johnson,≤100,1
918109708204135,"Megan Ellyia Green, Alderwoman",Megan Green for St. Louis,≤100,2
1552070021731538,Be Conscious. Be Kind.,Be Conscious. Be Kind.™️,≤100,1
583721555409344,State Rep. Ron Gray,"Delaware House of Representatives, Republican Caucus",≤100,1
502462393832070,KAG,These ads ran without a disclaimer,≤100,1
228450653870926,Family Planning Service of Syracuse,Joshua J Amidon,≤100,1
